asn,ixp,ixp_cc,fac,fac_cc
4134,DE-CIX New York,US,1025Connect,US
4134,DE-CIX New York,US,QTD1 - 60 Hudson Street 1510,US
4134,DE-CIX New York,US,Digital Realty NYC (32 AofA),US
4134,DE-CIX New York,US,Telehouse - Teleport Center (New York),US
4134,UAE-IX,AE,Equinix DX3 - Dubai,AE
4134,UAE-IX,AE,Equinix DX1 - Dubai,AE
4134,UAE-IX,AE,datamena DXA - Dubai,AE
4134,UAE-IX,AE,Equinix DX3 - Dubai,AE
4134,UAE-IX,AE,Equinix DX1 - Dubai,AE
4134,UAE-IX,AE,datamena DXA - Dubai,AE
4134,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4134,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4134,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4134,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4134,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4134,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4134,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4134,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4134,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4134,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4134,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4134,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4134,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4134,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4134,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4134,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4134,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4134,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4134,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4134,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4134,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4134,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4134,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4134,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4134,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4134,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4134,AMS-IX Djibouti,DJ,Djibouti Data Center,DJ
4134,AMS-IX Djibouti,DJ,Djibouti Data Center,DJ
4134,AMS-IX Djibouti,DJ,Djibouti Data Center,DJ
4134,AMS-IX Djibouti,DJ,Djibouti Data Center,DJ
4134,DE-CIX New York,US,QTS Piscataway (PNJ1),US
4134,DE-CIX New York,US,H5 Data Centers New York,US
4134,DE-CIX New York,US,165 Halsey Meet-Me Room,US
4134,DE-CIX New York,US,60 Hudson,US
4134,DE-CIX New York,US,Level(3) Newark,US
4134,DE-CIX New York,US,NYI NY2 (60 Hudson Street),US
4134,DE-CIX New York,US,Digital Realty EWR (2 Peekay),US
4134,DE-CIX New York,US,FiberNet Telecom Group New York (111 Eighth Ave),US
4134,DE-CIX New York,US,Dataverge,US
4134,DE-CIX New York,US,Telehouse - New York Chelsea,US
4134,DE-CIX New York,US,"Equinix NY9 - New York, 111 8th Avenue",US
4134,DE-CIX New York,US,Digital Realty EWR (100 Delawanna),US
4134,DE-CIX New York,US,CoreSite - New York (NY1),US
4134,DE-CIX New York,US,FiberNet Telecom Group Newark - 165 Halsey,US
4134,DE-CIX New York,US,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",US
4134,DE-CIX New York,US,Iron Mountain Data Center - New Jersey (NJE-1),US
4134,DE-CIX New York,US,DataBank New York (LGA1),US
4134,DE-CIX New York,US,Digital Realty NYC (111 8th Ave),US
4134,DE-CIX New York,US,501 Franklin Ave,US
4134,DE-CIX New York,US,"375 Pearl, Intergate.Manhattan",US
4134,DE-CIX New York,US,Crown Castle New York (111 8th),US
4134,DE-CIX New York,US,Digital Realty NYC (60 Hudson),US
4134,DE-CIX New York,US,CoreSite - Secaucus (NY2),US
4134,DE-CIX New York,US,NJFX,US
4134,DE-CIX New York,US,DataBank New York (LGA2),US
4134,DE-CIX New York,US,Level(3) New York,US
4134,DE-CIX New York,US,DataBank Newark (EWR1),US
4134,DE-CIX New York,US,Epsilon Global Hubs New York (60 Hudson),US
4134,DE-CIX New York,US,FiberNet Telecom Group - 60 Hudson St,US
4134,DE-CIX New York,US,1025Connect,US
4134,DE-CIX New York,US,QTD1 - 60 Hudson Street 1510,US
4134,DE-CIX New York,US,Digital Realty NYC (32 AofA),US
4134,DE-CIX New York,US,Telehouse - Teleport Center (New York),US
4134,CINX,ZA,"Africa Data Centres, Cape Town CPT1, South Africa",ZA
4134,CINX,ZA,"Teraco CT1 Cape Town, South Africa",ZA
4134,CINX,ZA,OADC CPT1 - Cape Town,ZA
4134,CINX,ZA,OADC CPT2 - Brackenfell,ZA
4134,CINX,ZA,"Teraco CT2 Cape Town, South Africa",ZA
4134,CINX,ZA,NTT Data (MEA) - Cape Town,ZA
4134,JINX,ZA,"Africa Data Centres, Johannesburg JHB2, South Africa",ZA
4134,JINX,ZA,NTT Johannesburg 1 Data Center (JOH1),ZA
4134,JINX,ZA,OADC JNB1 - Johannesburg,ZA
4134,JINX,ZA,xneelo JNB1 (Formerly Hetzner SA),ZA
4134,JINX,ZA,NTT Data (MEA) - Parklands,ZA
4134,JINX,ZA,Digital Parks - Samrand,ZA
4134,JINX,ZA,Equinix JN1 - Johannesburg,ZA
4134,JINX,ZA,"Teraco Johannesburg Campus, South Africa",ZA
4134,JINX,ZA,"Africa Data Centres, Johannesburg JHB1, South Africa",ZA
4134,Any2West,US,CoreSite - Santa Clara (SV4),US
4134,Any2West,US,CoreSite - Santa Clara (SV7),US
4134,Any2West,US,CoreSite - Los Angeles (LA2),US
4134,Any2West,US,Coresite - Milpitas (SV2),US
4134,Any2West,US,CoreSite - Santa Clara (SV9),US
4134,Any2West,US,CoreSite - Santa Clara (SV8),US
4134,Any2West,US,CoreSite - Los Angeles (LA3),US
4134,Any2West,US,CoreSite - Santa Clara (SV3),US
4134,Any2West,US,CoreSite - San Jose (SV1),US
4134,Any2West,US,CoreSite - Los Angeles (LA1) One Wilshire,US
4134,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4134,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4134,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4134,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4134,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4134,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4134,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4134,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4134,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4134,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4134,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4134,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4134,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4134,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4134,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4134,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4134,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4134,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4134,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4134,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4134,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4134,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4134,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4134,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4134,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4134,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4134,LINX LON1,GB,Digital Realty London LHR21 (closed),GB
4134,LINX LON1,GB,COLT DC London II,GB
4134,LINX LON1,GB,Telehouse - London (Docklands North),GB
4134,LINX LON1,GB,Digital Realty London LHR18,GB
4134,LINX LON1,GB,"Equinix LD4 - London, Slough",GB
4134,LINX LON1,GB,"Equinix LD7 -  London, Slough",GB
4134,LINX LON1,GB,"Equinix LD6 - London, Slough",GB
4134,LINX LON1,GB,Telehouse - London (Docklands North Two),GB
4134,LINX LON1,GB,VIRTUS LONDON2 (Hayes),GB
4134,LINX LON1,GB,Digital Realty London LHR19,GB
4134,LINX LON1,GB,"Equinix LD8 - London, Docklands",GB
4134,LINX LON1,GB,Digital Realty London LHR20,GB
4134,LINX LON1,GB,"Equinix LD10 - London, Slough",GB
4134,LINX LON1,GB,"Equinix LD5 - London, Slough",GB
4134,LINX LON1,GB,Telehouse - London (Docklands East),GB
4134,LINX LON1,GB,Telehouse - London (Docklands West),GB
4134,LINX LON1,GB,Digital Realty London LON1-3,GB
4134,LINX LON1,GB,"Equinix LD9 - London, Powergate",GB
4134,AMS-IX,NL,"Equinix AM5 - Amsterdam, Schepenbergweg",NL
4134,AMS-IX,NL,Greenhouse Datacenters DC2,NL
4134,AMS-IX,NL,NIKHEF Amsterdam,NL
4134,AMS-IX,NL,"Equinix AM1/AM2 - Amsterdam, Luttenbergweg",NL
4134,AMS-IX,NL,"Digital Realty Amsterdam AMS3, AMS5-8, AMS10",NL
4134,AMS-IX,NL,"Equinix AM3 - Amsterdam, Science Park",NL
4134,AMS-IX,NL,Digital Realty Amsterdam AMS17,NL
4134,AMS-IX,NL,Bytesnet Rotterdam,NL
4134,AMS-IX,NL,Digital Realty Amsterdam AMS9,NL
4134,AMS-IX,NL,"Equinix AM6 - Amsterdam, Duivendrechtsekade",NL
4134,AMS-IX,NL,NorthC Amsterdam 1,NL
4134,AMS-IX,NL,Digital Realty Amsterdam AMS18,NL
4134,AMS-IX,NL,Smartdc Rotterdam,NL
4134,AMS-IX,NL,Global Switch Amsterdam,NL
4134,AMS-IX,NL,euNetworks Amsterdam,NL
4134,AMS-IX,NL,"Equinix AM7 - Amsterdam, Kuiperberweg",NL
4134,AMS-IX,NL,Iron Mountain Data Center - Amsterdam (AMS-1),NL
4134,Equinix Miami,US,"Equinix MI3 - Miami, Boca Raton",US
4134,Equinix Miami,US,"Equinix MI1 - Miami, NOTA",US
212237,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
212237,OpenSwitch-IX,IN,,
212237,PyramIX,EG,Digital Realty Frankfurt FRA1-27,DE
212237,PyramIX,EG,NIKHEF Amsterdam,NL
212237,PyramIX,EG,GPX Cairo 1,EG
212237,TOHU IX,CN,,
212237,HamroIX-Amsterdam,NL,,
212237,ZXIX Hangzhou,CN,,
142111,Any2West,US,CoreSite - Santa Clara (SV4),US
142111,Any2West,US,CoreSite - Santa Clara (SV7),US
142111,Any2West,US,CoreSite - Los Angeles (LA2),US
142111,Any2West,US,Coresite - Milpitas (SV2),US
142111,Any2West,US,CoreSite - Santa Clara (SV9),US
142111,Any2West,US,CoreSite - Santa Clara (SV8),US
142111,Any2West,US,CoreSite - Los Angeles (LA3),US
142111,Any2West,US,CoreSite - Santa Clara (SV3),US
142111,Any2West,US,CoreSite - San Jose (SV1),US
142111,Any2West,US,CoreSite - Los Angeles (LA1) One Wilshire,US
4837,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4837,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4837,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4837,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4837,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4837,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4837,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4837,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4837,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4837,LINX LON1,GB,Digital Realty London LHR21 (closed),GB
4837,LINX LON1,GB,COLT DC London II,GB
4837,LINX LON1,GB,Telehouse - London (Docklands North),GB
4837,LINX LON1,GB,Digital Realty London LHR18,GB
4837,LINX LON1,GB,"Equinix LD4 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD7 -  London, Slough",GB
4837,LINX LON1,GB,"Equinix LD6 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands North Two),GB
4837,LINX LON1,GB,VIRTUS LONDON2 (Hayes),GB
4837,LINX LON1,GB,Digital Realty London LHR19,GB
4837,LINX LON1,GB,"Equinix LD8 - London, Docklands",GB
4837,LINX LON1,GB,Digital Realty London LHR20,GB
4837,LINX LON1,GB,"Equinix LD10 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD5 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands East),GB
4837,LINX LON1,GB,Telehouse - London (Docklands West),GB
4837,LINX LON1,GB,Digital Realty London LON1-3,GB
4837,LINX LON1,GB,"Equinix LD9 - London, Powergate",GB
4837,LINX LON1,GB,Digital Realty London LHR21 (closed),GB
4837,LINX LON1,GB,COLT DC London II,GB
4837,LINX LON1,GB,Telehouse - London (Docklands North),GB
4837,LINX LON1,GB,Digital Realty London LHR18,GB
4837,LINX LON1,GB,"Equinix LD4 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD7 -  London, Slough",GB
4837,LINX LON1,GB,"Equinix LD6 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands North Two),GB
4837,LINX LON1,GB,VIRTUS LONDON2 (Hayes),GB
4837,LINX LON1,GB,Digital Realty London LHR19,GB
4837,LINX LON1,GB,"Equinix LD8 - London, Docklands",GB
4837,LINX LON1,GB,Digital Realty London LHR20,GB
4837,LINX LON1,GB,"Equinix LD10 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD5 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands East),GB
4837,LINX LON1,GB,Telehouse - London (Docklands West),GB
4837,LINX LON1,GB,Digital Realty London LON1-3,GB
4837,LINX LON1,GB,"Equinix LD9 - London, Powergate",GB
4837,LINX LON1,GB,Digital Realty London LHR21 (closed),GB
4837,LINX LON1,GB,COLT DC London II,GB
4837,LINX LON1,GB,Telehouse - London (Docklands North),GB
4837,LINX LON1,GB,Digital Realty London LHR18,GB
4837,LINX LON1,GB,"Equinix LD4 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD7 -  London, Slough",GB
4837,LINX LON1,GB,"Equinix LD6 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands North Two),GB
4837,LINX LON1,GB,VIRTUS LONDON2 (Hayes),GB
4837,LINX LON1,GB,Digital Realty London LHR19,GB
4837,LINX LON1,GB,"Equinix LD8 - London, Docklands",GB
4837,LINX LON1,GB,Digital Realty London LHR20,GB
4837,LINX LON1,GB,"Equinix LD10 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD5 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands East),GB
4837,LINX LON1,GB,Telehouse - London (Docklands West),GB
4837,LINX LON1,GB,Digital Realty London LON1-3,GB
4837,LINX LON1,GB,"Equinix LD9 - London, Powergate",GB
4837,LINX LON1,GB,Digital Realty London LHR21 (closed),GB
4837,LINX LON1,GB,COLT DC London II,GB
4837,LINX LON1,GB,Telehouse - London (Docklands North),GB
4837,LINX LON1,GB,Digital Realty London LHR18,GB
4837,LINX LON1,GB,"Equinix LD4 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD7 -  London, Slough",GB
4837,LINX LON1,GB,"Equinix LD6 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands North Two),GB
4837,LINX LON1,GB,VIRTUS LONDON2 (Hayes),GB
4837,LINX LON1,GB,Digital Realty London LHR19,GB
4837,LINX LON1,GB,"Equinix LD8 - London, Docklands",GB
4837,LINX LON1,GB,Digital Realty London LHR20,GB
4837,LINX LON1,GB,"Equinix LD10 - London, Slough",GB
4837,LINX LON1,GB,"Equinix LD5 - London, Slough",GB
4837,LINX LON1,GB,Telehouse - London (Docklands East),GB
4837,LINX LON1,GB,Telehouse - London (Docklands West),GB
4837,LINX LON1,GB,Digital Realty London LON1-3,GB
4837,LINX LON1,GB,"Equinix LD9 - London, Powergate",GB
4837,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4837,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4837,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4837,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4837,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4837,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4837,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4837,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4837,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4837,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4837,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4837,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4837,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4837,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4837,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4837,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4837,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4837,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4837,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4837,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4837,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4837,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4837,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4837,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4837,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4837,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4837,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4837,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
4837,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
4837,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
4837,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
4837,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
4837,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
4837,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
4837,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
4837,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
4837,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
4837,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
4837,DE-CIX Frankfurt,DE,maincubes FRA01,DE
4837,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
4837,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
4837,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
4837,AMS-IX,NL,"Equinix AM5 - Amsterdam, Schepenbergweg",NL
4837,AMS-IX,NL,Greenhouse Datacenters DC2,NL
4837,AMS-IX,NL,NIKHEF Amsterdam,NL
4837,AMS-IX,NL,"Equinix AM1/AM2 - Amsterdam, Luttenbergweg",NL
4837,AMS-IX,NL,"Digital Realty Amsterdam AMS3, AMS5-8, AMS10",NL
4837,AMS-IX,NL,"Equinix AM3 - Amsterdam, Science Park",NL
4837,AMS-IX,NL,Digital Realty Amsterdam AMS17,NL
4837,AMS-IX,NL,Bytesnet Rotterdam,NL
4837,AMS-IX,NL,Digital Realty Amsterdam AMS9,NL
4837,AMS-IX,NL,"Equinix AM6 - Amsterdam, Duivendrechtsekade",NL
4837,AMS-IX,NL,NorthC Amsterdam 1,NL
4837,AMS-IX,NL,Digital Realty Amsterdam AMS18,NL
4837,AMS-IX,NL,Smartdc Rotterdam,NL
4837,AMS-IX,NL,Global Switch Amsterdam,NL
4837,AMS-IX,NL,euNetworks Amsterdam,NL
4837,AMS-IX,NL,"Equinix AM7 - Amsterdam, Kuiperberweg",NL
4837,AMS-IX,NL,Iron Mountain Data Center - Amsterdam (AMS-1),NL
